Distrito/Ilha,Concelho,Freguesia Pré RATF,Alteração RATF,Freguesia Final (Pós RATF)
Coimbra,Arganil,Cepos,Agregação,União das freguesias de Cepos e Teixeira
Coimbra,Arganil,Teixeira,Agregação,União das freguesias de Cepos e Teixeira
Coimbra,Arganil,Cerdeira,Agregação,União das freguesias de Cerdeira e Moura da Serra
Coimbra,Arganil,Moura da Serra,Agregação,União das freguesias de Cerdeira e Moura da Serra
Coimbra,Arganil,Coja,Agregação,União das freguesias de Côja e Barril de Alva
Coimbra,Arganil,Barril de Alva,Agregação,União das freguesias de Côja e Barril de Alva
Coimbra,Arganil,Vila Cova de Alva,Agregação,União das freguesias de Vila Cova de Alva e Anseriz
Coimbra,Arganil,Anceriz,Agregação,União das freguesias de Vila Cova de Alva e Anseriz
Coimbra,Cantanhede,Ançã,Sem alteração,Ançã
Coimbra,Cantanhede,Cadima,Sem alteração,Cadima
Coimbra,Cantanhede,Cordinhã,Sem alteração,Cordinhã
Coimbra,Cantanhede,Febres,Sem alteração,Febres
Coimbra,Cantanhede,Murtede,Sem alteração,Murtede
Coimbra,Cantanhede,Ourentã,Sem alteração,Ourentã
Coimbra,Cantanhede,Tocha,Sem alteração,Tocha
Coimbra,Cantanhede,São Caetano,Sem alteração,São Caetano
Coimbra,Cantanhede,Sanguinheira,Sem alteração,Sanguinheira
Coimbra,Cantanhede,Cantanhede,Agregação,União das freguesias de Cantanhede e Pocariça
Coimbra,Cantanhede,Pocariça,Agregação,União das freguesias de Cantanhede e Pocariça
Coimbra,Cantanhede,Covões,Agregação,União das freguesias de Covões e Camarneira
Coimbra,Cantanhede,Camarneira,Agregação,União das freguesias de Covões e Camarneira
Coimbra,Cantanhede,Portunhos,Agregação,União das freguesias de Portunhos e Outil
Coimbra,Cantanhede,Outil,Agregação,União das freguesias de Portunhos e Outil
Coimbra,Cantanhede,Sepins,Agregação,União das freguesias de Sepins e Bolho
Coimbra,Cantanhede,Bolho,Agregação,União das freguesias de Sepins e Bolho
Coimbra,Cantanhede,Vilamar,Agregação,União das freguesias de Vilamar e Corticeiro de Cima
Coimbra,Cantanhede,Corticeiro de Cima,Agregação,União das freguesias de Vilamar e Corticeiro de Cima
Coimbra,Coimbra,Almalaguês,Sem alteração,Almalaguês
Coimbra,Coimbra,Brasfemes,Sem alteração,Brasfemes
Coimbra,Coimbra,Ceira,Sem alteração,Ceira
Coimbra,Coimbra,Cernache,Sem alteração,Cernache
Coimbra,Coimbra,Santo António dos Olivais,Sem alteração,Santo António dos Olivais
Coimbra,Coimbra,São João do Campo,Sem alteração,São João do Campo
Coimbra,Coimbra,São Silvestre,Sem alteração,São Silvestre
Coimbra,Coimbra,Torres do Mondego,Sem alteração,Torres do Mondego
Coimbra,Coimbra,Antuzede,Agregação,União das freguesias de Antuzede e Vil de Matos
Coimbra,Coimbra,Vil de Matos,Agregação,União das freguesias de Antuzede e Vil de Matos
Coimbra,Coimbra,Assafarge,Agregação,União das freguesias de Assafarge e Antanhol
Coimbra,Coimbra,Antanhol,Agregação,União das freguesias de Assafarge e Antanhol
Coimbra,Coimbra,Coimbra (Sé Nova),Agregação,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)"
Coimbra,Coimbra,Coimbra (Santa Cruz),Agregação,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)"
Coimbra,Coimbra,Coimbra (Almedina),Agregação,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)"
Coimbra,Coimbra,Coimbra (São Bartolomeu),Agregação,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)"
Coimbra,Coimbra,Eiras,Agregação,União das freguesias de Eiras e São Paulo de Frades
Coimbra,Coimbra,São Paulo de Frades,Agregação,União das freguesias de Eiras e São Paulo de Frades
Coimbra,Coimbra,Santa Clara,Agregação,União das freguesias de Santa Clara e Castelo Viegas
Coimbra,Coimbra,Castelo Viegas,Agregação,União das freguesias de Santa Clara e Castelo Viegas
Coimbra,Coimbra,Lamarosa,Agregação,União das freguesias de São Martinho de Árvore e Lamarosa
Coimbra,Coimbra,São Martinho de Árvore,Agregação,União das freguesias de São Martinho de Árvore e Lamarosa
Coimbra,Coimbra,São Martinho do Bispo,Agregação,União das freguesias de São Martinho do Bispo e Ribeira de Frades
Coimbra,Coimbra,Ribeira de Frades,Agregação,União das freguesias de São Martinho do Bispo e Ribeira de Frades
Coimbra,Coimbra,Souselas,Agregação,União das freguesias de Souselas e Botão
Coimbra,Coimbra,Botão,Agregação,União das freguesias de Souselas e Botão
Coimbra,Coimbra,Taveiro,Agregação,"União das freguesias de Taveiro, Ameal e Arzila"
Coimbra,Coimbra,Ameal,Agregação,"União das freguesias de Taveiro, Ameal e Arzila"
Coimbra,Coimbra,Arzila,Agregação,"União das freguesias de Taveiro, Ameal e Arzila"
Coimbra,Coimbra,Trouxemil,Agregação,União das freguesias de Trouxemil e Torre de Vilela
Coimbra,Coimbra,Torre de Vilela,Agregação,União das freguesias de Trouxemil e Torre de Vilela
Coimbra,Condeixa-a-Nova,Anobra,Sem alteração,Anobra
Coimbra,Condeixa-a-Nova,Ega,Sem alteração,Ega
Coimbra,Condeixa-a-Nova,Furadouro,Sem alteração,Furadouro
Coimbra,Condeixa-a-Nova,Zambujal,Sem alteração,Zambujal
Coimbra,Condeixa-a-Nova,Condeixa-a-Nova,Agregação,União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova
Coimbra,Condeixa-a-Nova,Condeixa-a-Velha,Agregação,União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova
Coimbra,Condeixa-a-Nova,Sebal,Agregação,União das freguesias de Sebal e Belide
Coimbra,Condeixa-a-Nova,Belide,Agregação,União das freguesias de Sebal e Belide
Coimbra,Condeixa-a-Nova,Vila Seca,Agregação,União das freguesias de Vila Seca e Bem da Fé
Coimbra,Condeixa-a-Nova,Bem da Fé,Agregação,União das freguesias de Vila Seca e Bem da Fé
Coimbra,Figueira da Foz,Alqueidão,Sem alteração,Alqueidão
Coimbra,Figueira da Foz,Maiorca,Sem alteração,Maiorca
Coimbra,Figueira da Foz,Marinha das Ondas,Sem alteração,Marinha das Ondas
Coimbra,Figueira da Foz,Tavarede,Sem alteração,Tavarede
Coimbra,Figueira da Foz,Vila Verde,Alteração dos Limites,Vila Verde
Coimbra,Figueira da Foz,São Pedro,Sem alteração,São Pedro
Coimbra,Figueira da Foz,Bom Sucesso,Sem alteração,Bom Sucesso
Coimbra,Figueira da Foz,Moinhos da Gândara,Sem alteração,Moinhos da Gândara
Coimbra,Figueira da Foz,Alhadas,Alteração dos Limites e Destinos Múltiplos,Alhadas
Coimbra,Figueira da Foz,Brenha,Alteração dos Limites e Destinos Múltiplos,Alhadas
Coimbra,Figueira da Foz,Buarcos,Alteração dos Limites e Destinos Múltiplos,Buarcos
Coimbra,Figueira da Foz,São Julião da Figueira da Foz,Alteração dos Limites,Buarcos
Coimbra,Figueira da Foz,Ferreira-a-Nova,Agregação,Ferreira-a-Nova
Coimbra,Figueira da Foz,Santana,Agregação,Ferreira-a-Nova
Coimbra,Figueira da Foz,Lavos,Alteração dos Limites,Lavos
Coimbra,Figueira da Foz,Paião,Agregação,Paião
Coimbra,Figueira da Foz,Borda do Campo,Agregação,Paião
Coimbra,Figueira da Foz,Quiaios,Alteração dos Limites e Destinos Múltiplos,Quiaios
Coimbra,Góis,Alvares,Sem alteração,Alvares
Coimbra,Góis,Góis,Sem alteração,Góis
Coimbra,Góis,Vila Nova de Ceira,Sem alteração,Vila Nova do Ceira
Coimbra,Góis,Cadafaz,Agregação,União das freguesias de Cadafaz e Colmeal
Coimbra,Góis,Colmeal,Agregação,União das freguesias de Cadafaz e Colmeal
Coimbra,Lousã,Serpins,Sem alteração,Serpins
Coimbra,Lousã,Gândaras,Sem alteração,Gândaras
Coimbra,Lousã,Foz de Arouce,Agregação,União das freguesias de Foz de Arouce e Casal de Ermio
Coimbra,Lousã,Casal de Ermio,Agregação,União das freguesias de Foz de Arouce e Casal de Ermio
Coimbra,Lousã,Lousã,Agregação,União das freguesias de Lousã e Vilarinho
Coimbra,Lousã,Vilarinho,Agregação,União das freguesias de Lousã e Vilarinho
Coimbra,Mira,Mira,Sem alteração,Mira
Coimbra,Mira,Seixo,Sem alteração,Seixo
Coimbra,Mira,Carapelhos,Sem alteração,Carapelhos
Coimbra,Mira,Praia de Mira,Sem alteração,Praia de Mira
Coimbra,Miranda do Corvo,Lamas,Sem alteração,Lamas
Coimbra,Miranda do Corvo,Miranda do Corvo,Sem alteração,Miranda do Corvo
Coimbra,Miranda do Corvo,Vila Nova,Sem alteração,Vila Nova
Coimbra,Miranda do Corvo,Semide,Agregação,União das freguesias de Semide e Rio Vide
Coimbra,Miranda do Corvo,Rio Vide,Agregação,União das freguesias de Semide e Rio Vide
Coimbra,Montemor-o-Velho,Arazede,Sem alteração,Arazede
Coimbra,Montemor-o-Velho,Carapinheira,Sem alteração,Carapinheira
Coimbra,Montemor-o-Velho,Liceia,Sem alteração,Liceia
Coimbra,Montemor-o-Velho,Meãs do Campo,Sem alteração,Meãs do Campo
Coimbra,Montemor-o-Velho,Pereira,Sem alteração,Pereira
Coimbra,Montemor-o-Velho,Santo Varão,Sem alteração,Santo Varão
Coimbra,Montemor-o-Velho,Seixo de Gatões,Sem alteração,Seixo de Gatões
Coimbra,Montemor-o-Velho,Tentúgal,Sem alteração,Tentúgal
Coimbra,Montemor-o-Velho,Ereira,Sem alteração,Ereira
Coimbra,Montemor-o-Velho,Verride,Agregação,"União das freguesias de Abrunheira, Verride e Vila Nova da Barca"
Coimbra,Montemor-o-Velho,Abrunheira,Agregação,"União das freguesias de Abrunheira, Verride e Vila Nova da Barca"
Coimbra,Montemor-o-Velho,Vila Nova da Barca,Agregação,"União das freguesias de Abrunheira, Verride e Vila Nova da Barca"
Coimbra,Montemor-o-Velho,Montemor-o-Velho,Agregação,União das freguesias de Montemor-o-Velho e Gatões
Coimbra,Montemor-o-Velho,Gatões,Agregação,União das freguesias de Montemor-o-Velho e Gatões
Coimbra,Oliveira do Hospital,Aldeia das Dez,Sem alteração,Aldeia das Dez
Coimbra,Oliveira do Hospital,Alvoco das Várzeas,Sem alteração,Alvoco das Várzeas
Coimbra,Oliveira do Hospital,Avô,Sem alteração,Avô
Coimbra,Oliveira do Hospital,Bobadela,Sem alteração,Bobadela
Coimbra,Oliveira do Hospital,Lagares,Sem alteração,Lagares
Coimbra,Oliveira do Hospital,Lourosa,Sem alteração,Lourosa
Coimbra,Oliveira do Hospital,Meruge,Sem alteração,Meruge
Coimbra,Oliveira do Hospital,Nogueira do Cravo,Sem alteração,Nogueira do Cravo
Coimbra,Oliveira do Hospital,São Gião,Sem alteração,São Gião
Coimbra,Oliveira do Hospital,Seixo da Beira,Sem alteração,Seixo da Beira
Coimbra,Oliveira do Hospital,Travanca de Lagos,Sem alteração,Travanca de Lagos
Coimbra,Oliveira do Hospital,Ervedal,Agregação,União das freguesias de Ervedal e Vila Franca da Beira
Coimbra,Oliveira do Hospital,Vila Franca da Beira,Agregação,União das freguesias de Ervedal e Vila Franca da Beira
Coimbra,Oliveira do Hospital,Lagos da Beira,Agregação,União das freguesias de Lagos da Beira e Lajeosa
Coimbra,Oliveira do Hospital,Lajeosa,Agregação,União das freguesias de Lagos da Beira e Lajeosa
Coimbra,Oliveira do Hospital,Oliveira do Hospital,Agregação,União das freguesias de Oliveira do Hospital e São Paio de Gramaços
Coimbra,Oliveira do Hospital,São Paio de Gramaços,Agregação,União das freguesias de Oliveira do Hospital e São Paio de Gramaços
Coimbra,Oliveira do Hospital,Penalva de Alva,Agregação,União das freguesias de Penalva de Alva e São Sebastião da Feira
Coimbra,Oliveira do Hospital,São Sebastião da Feira,Agregação,União das freguesias de Penalva de Alva e São Sebastião da Feira
Coimbra,Oliveira do Hospital,Santa Ovaia,Agregação,União das freguesias de Santa Ovaia e Vila Pouca da Beira
Coimbra,Oliveira do Hospital,Vila Pouca da Beira,Agregação,União das freguesias de Santa Ovaia e Vila Pouca da Beira
Coimbra,Pampilhosa da Serra,Cabril,Sem alteração,Cabril
Coimbra,Pampilhosa da Serra,Dornelas do Zêzere,Sem alteração,Dornelas do Zêzere
Coimbra,Pampilhosa da Serra,Janeiro de Baixo,Sem alteração,Janeiro de Baixo
Coimbra,Pampilhosa da Serra,Pampilhosa da Serra,Sem alteração,Pampilhosa da Serra
Coimbra,Pampilhosa da Serra,Pessegueiro,Sem alteração,Pessegueiro
Coimbra,Pampilhosa da Serra,Unhais-o-Velho,Sem alteração,Unhais-o-Velho
Coimbra,Pampilhosa da Serra,Fajão,Agregação,Fajão - Vidual
Coimbra,Pampilhosa da Serra,Vidual,Agregação,Fajão - Vidual
Coimbra,Pampilhosa da Serra,Portela do Fojo,Agregação,Portela do Fojo - Machio
Coimbra,Pampilhosa da Serra,Machio,Agregação,Portela do Fojo - Machio
Coimbra,Penacova,Carvalho,Sem alteração,Carvalho
Coimbra,Penacova,Figueira de Lorvão,Sem alteração,Figueira de Lorvão
Coimbra,Penacova,Lorvão,Sem alteração,Lorvão
Coimbra,Penacova,Penacova,Sem alteração,Penacova
Coimbra,Penacova,Sazes do Lorvão,Sem alteração,Sazes do Lorvão
Coimbra,Penacova,Friúmes,Agregação,União das freguesias de Friúmes e Paradela
Coimbra,Penacova,Paradela,Agregação,União das freguesias de Friúmes e Paradela
Coimbra,Penacova,Oliveira do Mondego,Agregação,União das freguesias de Oliveira do Mondego e Travanca do Mondego
Coimbra,Penacova,Travanca do Mondego,Agregação,União das freguesias de Oliveira do Mondego e Travanca do Mondego
Coimbra,Penacova,São Pedro de Alva,Agregação,União das freguesias de São Pedro de Alva e São Paio de Mondego
Coimbra,Penacova,São Paio de Mondego,Agregação,União das freguesias de São Pedro de Alva e São Paio de Mondego
Coimbra,Penela,Cumeeira,Sem alteração,Cumeeira
Coimbra,Penela,Espinhal,Sem alteração,Espinhal
Coimbra,Penela,Podentes,Sem alteração,Podentes
Coimbra,Penela,Penela (São Miguel),Agregação,"União das freguesias de São Miguel, Santa Eufémia e Rabaçal"
Coimbra,Penela,Penela (Santa Eufémia),Agregação,"União das freguesias de São Miguel, Santa Eufémia e Rabaçal"
Coimbra,Penela,Rabaçal,Agregação,"União das freguesias de São Miguel, Santa Eufémia e Rabaçal"
Coimbra,Soure,Alfarelos,Sem alteração,Alfarelos
Coimbra,Soure,Figueiró do Campo,Sem alteração,Figueiró do Campo
Coimbra,Soure,Granja do Ulmeiro,Sem alteração,Granja do Ulmeiro
Coimbra,Soure,Samuel,Sem alteração,Samuel
Coimbra,Soure,Soure,Sem alteração,Soure
Coimbra,Soure,Tapéus,Sem alteração,Tapéus
Coimbra,Soure,Vila Nova de Anços,Sem alteração,Vila Nova de Anços
Coimbra,Soure,Vinha da Rainha,Sem alteração,Vinha da Rainha
Coimbra,Soure,Degracias,Agregação,União das freguesias de Degracias e Pombalinho
Coimbra,Soure,Pombalinho,Agregação,União das freguesias de Degracias e Pombalinho
Coimbra,Soure,Gesteira,Agregação,União das freguesias de Gesteira e Brunhós
Coimbra,Soure,Brunhós,Agregação,União das freguesias de Gesteira e Brunhós
Coimbra,Tábua,Candosa,Sem alteração,Candosa
Coimbra,Tábua,Carapinha,Sem alteração,Carapinha
Coimbra,Tábua,Midões,Sem alteração,Midões
Coimbra,Tábua,Mouronho,Sem alteração,Mouronho
Coimbra,Tábua,Póvoa de Midões,Sem alteração,Póvoa de Midões
Coimbra,Tábua,São João da Boa Vista,Sem alteração,São João da Boa Vista
Coimbra,Tábua,Tábua,Sem alteração,Tábua
Coimbra,Tábua,Ázere,Agregação,União das freguesias de Ázere e Covelo
Coimbra,Tábua,Covelo,Agregação,União das freguesias de Ázere e Covelo
Coimbra,Tábua,Covas,Agregação,União das freguesias de Covas e Vila Nova de Oliveirinha
Coimbra,Tábua,Vila Nova de Oliveirinha,Agregação,União das freguesias de Covas e Vila Nova de Oliveirinha
Coimbra,Tábua,Espariz,Agregação,União das freguesias de Espariz e Sinde
Coimbra,Tábua,Sinde,Agregação,União das freguesias de Espariz e Sinde
Coimbra,Tábua,Meda de Mouros,Agregação,União das freguesias de Pinheiro de Coja e Meda de Mouros
Coimbra,Tábua,Pinheiro de Coja,Agregação,União das freguesias de Pinheiro de Coja e Meda de Mouros
Coimbra,Vila Nova de Poiares,Arrifana,Sem alteração,Arrifana
Coimbra,Vila Nova de Poiares,Lavegadas,Sem alteração,Lavegadas
Coimbra,Vila Nova de Poiares,Poiares (Santo André),Sem alteração,Poiares (Santo André)
Coimbra,Vila Nova de Poiares,São Miguel de Poiares,Sem alteração,São Miguel de Poiares
Évora,Alandroal,Santiago Maior,Sem alteração,Santiago Maior
Évora,Alandroal,Capelins (Santo António),Sem alteração,Capelins (Santo António)
Évora,Alandroal,Terena (São Pedro),Sem alteração,Terena (São Pedro)
Évora,Alandroal,Alandroal (Nossa Senhora da Conceição),Agregação,"União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)"
Évora,Alandroal,São Brás dos Matos (Mina do Bugalho),Agregação,"União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)"
Évora,Alandroal,Juromenha (Nossa Senhora do Loreto),Agregação,"União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)"
Évora,Arraiolos,Arraiolos,Sem alteração,Arraiolos
Évora,Arraiolos,Igrejinha,Sem alteração,Igrejinha
Évora,Arraiolos,Vimieiro,Sem alteração,Vimieiro
Évora,Arraiolos,Gafanhoeira (São Pedro),Agregação,União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro
Évora,Arraiolos,Sabugueiro,Agregação,União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro
Évora,Arraiolos,São Gregório,Agregação,União das freguesias de São Gregório e Santa Justa
Évora,Arraiolos,Santa Justa,Agregação,União das freguesias de São Gregório e Santa Justa
Évora,Borba,Borba (Matriz),Sem alteração,Borba (Matriz)
Évora,Borba,Orada,Sem alteração,Orada
Évora,Borba,Rio de Moinhos,Sem alteração,Rio de Moinhos
Évora,Borba,Borba (São Bartolomeu),Sem alteração,Borba (São Bartolomeu)
Évora,Estremoz,Arcos,Sem alteração,Arcos
Évora,Estremoz,Glória,Sem alteração,Glória
Évora,Estremoz,Évora Monte (Santa Maria),Sem alteração,Évora Monte (Santa Maria)
Évora,Estremoz,São Domingos de Ana Loura,Sem alteração,São Domingos de Ana Loura
Évora,Estremoz,Veiros,Sem alteração,Veiros
Évora,Estremoz,Estremoz (Santa Maria),Agregação,União das freguesias de Estremoz (Santa Maria e Santo André)
Évora,Estremoz,Estremoz (Santo André),Agregação,União das freguesias de Estremoz (Santa Maria e Santo André)
Évora,Estremoz,São Bento do Cortiço,Agregação,União das freguesias de São Bento do Cortiço e Santo Estêvão
Évora,Estremoz,Santo Estêvão,Agregação,União das freguesias de São Bento do Cortiço e Santo Estêvão
Évora,Estremoz,São Lourenço de Mamporcão,Agregação,União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura
Évora,Estremoz,São Bento de Ana Loura,Agregação,União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura
Évora,Estremoz,Santa Vitória do Ameixial,Agregação,União das freguesias do Ameixial (Santa Vitória e São Bento)
Évora,Estremoz,São Bento do Ameixial,Agregação,União das freguesias do Ameixial (Santa Vitória e São Bento)
